ID,SFR,2MASS ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,LIM_A67,FL_A36,A36,LIM_A36,FL_R7,R7,LIM_R7,REF_R7
,Usco,J16115091-2012098,J16115091,6.57,0.16,GaiaDR2,,,,,,II,M3.5,Luhman12,3.524,0.019,Barenfeld16,-1.040,145.0,0.140,,,,Barenfeld16,,,,,,,,,0,0.66,0.16,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16122737-2009596,J16122737,6.80,0.18,GaiaDR2,,,,,,II,M4.5,Luhman12,3.505,0.020,Barenfeld16,-1.440,145.0,0.140,,,,Barenfeld16,,,,,,,,,0,0.53,0.16,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16123916-1859284,GSC_06209-01312,7.19,0.08,GaiaDR2,,,,,,II,M0.5,Luhman12,3.577,0.020,Barenfeld16,-0.500,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,6.01,0.29,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16124893-1800525,J16124893,6.32,0.07,GaiaDR2,,,,,,DEBRIS,M3,Luhman12,3.533,0.018,Barenfeld16,-0.960,145.0,0.140,,,,Barenfeld16,,,,,,,,,1,0.11,0.16,0.59,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16125533-2319456,HD_145655,6.57,0.04,GaiaDR2,,,,,,DEBRIS,G2,Luhman12,3.768,0.010,Barenfeld16,0.780,145.0,0.150,,,,Barenfeld16,,,,,,,,,1,0.08,0.13,0.47,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16130996-1904269,J16130996,7.27,0.12,GaiaDR2,,,,,,II,M4,Luhman12,3.515,0.019,Barenfeld16,-1.110,145.0,0.140,,,,Barenfeld16,,,,,,,,,1,-0.05,0.16,0.48,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16133650-2503473,J16133650,,,?,,,,,,II,M3.5,Luhman12,3.524,0.019,Barenfeld16,-1.000,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,0.88,0.19,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16135434-2320342,J16135434,,,?,,,,,,II,M4.5,Luhman12,3.505,0.020,Barenfeld16,-1.070,145.0,0.140,,,,Barenfeld16,,,,,,,,,0,7.53,0.13,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16141107-2305362,J16141107,,,?,,,,,,II,K2,Luhman12,3.690,0.016,Barenfeld16,0.430,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,4.77,0.14,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16142029-1906481,PDS_145,6.99,0.12,GaiaDR2,,,,,,II,M0,Luhman12,3.586,0.024,Barenfeld16,-0.330,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,40.69,0.22,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16142893-1857224,RX_J1614.6-1857,7.08,0.09,GaiaDR2,,,,,,DEBRIS,M2.5,Luhman12,3.543,0.018,Barenfeld16,-0.610,145.0,0.150,,,,Barenfeld16,,,,,,,,,1,0.10,0.16,0.58,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16143367-1900133,J16143367,7.04,0.11,GaiaDR2,,,,,,II,M3,Luhman12,3.533,0.018,Barenfeld16,-0.470,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,1.24,0.16,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16145918-2750230,J16145918,6.69,0.04,GaiaDR2,,,,,,DEBRIS,G8,Luhman12,3.742,0.021,Barenfeld16,0.070,145.0,0.150,,,,Barenfeld16,,,,,,,,,1,0.03,0.19,0.60,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16145928-2459308,J16145928,6.30,0.10,GaiaDR2,,,,,,II,M4.25,Luhman12,3.510,0.020,Barenfeld16,-0.920,145.0,0.140,,,,Barenfeld16,,,,,,,,,1,-0.03,0.12,0.36,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16151239-2420091,J16151239,6.51,0.13,GaiaDR2,,,,,,TD,M4,Luhman12,3.515,0.019,Barenfeld16,-1.620,145.0,0.140,,,,Barenfeld16,,,,,,,,,1,0.22,0.12,0.58,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16153456-2242421,VV_Sco,,,?,,,,,,II,M0,Luhman12,3.586,0.024,Barenfeld16,-0.130,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,11.75,0.12,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16154416-1921171,GSC_06209-00747,7.59,0.12,GaiaDR2,,,,,,II,K5,Luhman12,3.639,0.024,Barenfeld16,-0.310,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,23.57,0.16,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16163345-2521505,J16163345,6.15,0.06,GaiaDR2,,,,,,II,M0.5,Luhman12,3.577,0.020,Barenfeld16,-0.830,145.0,0.140,,,,Barenfeld16,,,,,,,,,0,2.88,0.30,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16181618-2619080,J16181618,,,?,,,,,,EVOLVED,M4.5,Luhman12,3.505,0.020,Barenfeld16,-1.260,145.0,0.140,,,,Barenfeld16,,,,,,,,,1,-0.07,0.12,0.36,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16181904-2028479,J16181904,7.25,0.13,GaiaDR2,,,,,,EVOLVED,M4.75,Luhman12,3.500,0.020,Barenfeld16,-1.320,145.0,0.140,,,,Barenfeld16,,,,,,,,,0,4.62,0.12,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16215466-2043091,GSC_06214-00210,9.19,0.04,GaiaDR2,,,,,,DEBRIS,K7,Luhman12,3.609,0.023,Barenfeld16,-0.350,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,0.49,0.12,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16220961-1953005,J16220961,7.22,0.10,GaiaDR2,,,,,,DEBRIS,M3.75,Luhman12,3.519,0.019,Barenfeld16,-0.500,145.0,0.150,,,,Barenfeld16,,,,,,,,,1,0.07,0.16,0.55,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16230783-2300596,StHa_126,7.15,0.04,GaiaDR2,,,,,,DEBRIS,K3.5,Luhman12,3.660,0.010,Barenfeld16,0.090,145.0,0.150,,,,Barenfeld16,,,,,,,,,1,-0.35,0.12,0.36,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16235385-2946401,HD_147594,7.45,0.06,GaiaDR2,,,,,,DEBRIS,G2.5,Luhman12,3.770,0.010,Barenfeld16,0.660,145.0,0.150,,,,Barenfeld16,,,,,,,,,1,0.11,0.12,0.47,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16270942-2148457,J16270942,7.14,0.14,GaiaDR2,,,,,,II,M4.5,Luhman12,3.505,0.020,Barenfeld16,-1.550,145.0,0.140,,,,Barenfeld16,,,,,,,,,0,2.87,0.12,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
,Usco,J16303390-2428062,J16303390,6.63,0.12,GaiaDR2,,,,,,II,M4,Luhman12,3.515,0.019,Barenfeld16,-1.110,145.0,0.150,,,,Barenfeld16,,,,,,,,,0,0.60,0.12,0.00,Barenfeld16,,,,,,,,,,,,,,,,,,,,,,
