ID,SFR,2MASS ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,LIM_A67,FL_A36,A36,LIM_A36,FL_R7,R7,LIM_R7,REF_R7
159,Tau,J04331435+2614235,IRAS_04301+2608,6.23,0.95,avg,160.3,41.0,15.9,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,-1.522,140.0,0.100,-1.370,0.197,0.157,Andrews13,0,-0.310,0.054,0.108,7.65,0.20,0.38,345.0,0,18.00,6.00,0.00,Andrews05,0.0,-1,0.00,0.00,0.00,none,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
160,Tau,J04331907+2246342,IRAS_04303+2240,6.77,0.28,GaiaDR2,147.5,7.0,5.9,S,-1,II,M0.5,Luhman10,3.572,0.020,Andrews13,0.173,140.0,0.075,0.212,0.092,0.076,Andrews13,0,-0.376,0.064,0.075,5.54,0.02,0.62,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,6.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
161,Tau,J04333278+1800436,J04333278,6.79,0.06,GaiaDR2,146.6,2.8,2.3,S,-1,II,M1,Luhman10,3.569,0.017,Andrews13,-0.721,140.0,0.076,-0.681,0.078,0.077,Andrews13,0,-0.283,0.104,0.104,6.71,0.26,0.24,0.0,-1,0.00,0.00,0.00,none,225.4,0,11.00,1.90,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
162,Tau,J04333405+2421170,GI_Tau,7.66,0.05,GaiaDR2,129.8,2.2,1.6,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,0.040,140.0,0.176,-0.029,0.182,0.171,Andrews13,0,-0.160,0.114,0.134,6.08,0.37,0.38,0.0,-1,0.00,0.00,0.00,none,225.4,0,12.00,1.00,0.00,Harris12,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
163,Tau,J04333456+2421058,GK_Tau,7.74,0.04,GaiaDR2,128.8,1.9,1.7,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,0.129,140.0,0.234,0.041,0.250,0.218,Andrews13,0,-0.157,0.105,0.147,5.92,0.48,0.43,340.2,0,14.72,0.60,0.00,Akeson14,223.6,0,5.20,0.22,0.00,Akeson14,100.8,1,-1.00,-1.00,1.00,Ricci10,0,2.48,0.00,1,-1.00,2.07,-1,-1.00,-1.00,none
164,Tau,J04333678+2609492,IS_Tau_AB,7.50,0.28,GaiaDR2,133.0,5.8,4.8,J,0.22,II,,,,,,,,,,,,,,,,,,,,345.0,0,30.00,3.00,0.00,Andrews05,239.9,0,2.20,0.16,0.00,Akeson19,111.0,1,-1.00,-1.00,9.00,Dutrey96,0,7.19,0.00,1,-1.00,-1.83,-1,-1.00,-1.00,none
165,Tau,J04333678+2609492,IS_Tau_A,7.50,0.28,GaiaDR2,133.0,5.8,4.8,B,0,II,M0,Hartigan03,3.586,0.024,Andrews13,-0.240,140.0,0.098,-0.291,0.113,0.095,Andrews13,0,-0.225,0.113,0.154,6.21,0.37,0.26,0.0,-1,0.00,0.00,0.00,none,239.9,0,1.15,0.16,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
166,Tau,J04333678+2609492,IS_Tau_B,7.50,0.28,GaiaDR2,132.3,6.4,4.1,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.965,140.0,0.071,-1.008,0.080,0.078,Andrews13,0,-0.561,0.122,0.174,6.54,0.34,0.26,0.0,-1,0.00,0.00,0.00,none,239.9,0,1.05,0.16,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
167,Tau,J04333905+2227207,J04333905,6.31,0.71,avg,159.4,24.1,14.6,S,-1,II,M1.75,Luhman10,3.556,0.018,Andrews13,-1.159,140.0,0.118,-1.036,0.167,0.147,Andrews13,0,-0.338,0.073,0.136,7.08,0.30,0.37,339.7,0,76.00,2.50,0.00,Tripathi17,225.4,0,31.00,2.00,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,2.19,0.00,-1,0.00,0.00,0,0.56,0.00,Tripathi17
168,Tau,J04333906+2520382,DL_Tau,6.28,0.05,GaiaDR2,158.2,3.2,2.4,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,-0.131,140.0,0.181,-0.021,0.178,0.183,Andrews13,0,-0.142,0.095,0.148,6.02,0.43,0.31,345.0,0,440.00,40.00,0.00,Mannings94,225.5,0,170.72,0.37,0.00,Long18,111.0,0,27.30,1.00,0.00,Guilloteau11,0,2.23,0.00,0,2.59,0.00,-1,-1.00,-1.00,none
169,Tau,J04333935+1751523,HN_Tau_AB,7.32,0.16,GaiaDR2,136.3,3.6,3.4,J,3.14,II,,,,,,,,,,,,,,,,,,,,340.2,0,34.32,0.60,0.00,Akeson14,239.9,0,16.24,0.79,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,2.14,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
170,Tau,J04333935+1751523,HN_Tau_A,7.32,0.16,GaiaDR2,136.2,3.7,3.3,B,0,II,K5,Hartigan94,3.639,0.024,Andrews13,-0.376,140.0,0.365,-0.402,0.367,0.363,Andrews13,0,-0.037,0.054,0.119,6.68,0.59,0.55,340.2,0,34.32,0.60,0.00,Akeson14,239.9,0,15.70,0.79,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,2.24,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
171,Tau,J04333935+1751523,HN_Tau_B,6.69,0.13,GaiaDR2,148.5,4.2,3.1,B,0,II,M4,Hartigan94,3.515,0.019,Andrews13,-1.558,140.0,0.225,-1.502,0.225,0.228,Andrews13,0,-0.626,0.103,0.185,7.11,0.42,0.42,340.2,1,-1.00,-1.00,1.41,Akeson14,239.9,0,0.54,0.10,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,2,-1.00,2.75,-1,0.00,0.00,-1,-1.00,-1.00,none
172,Tau,J04334171+1750402,J04334171,6.83,0.07,GaiaDR2,145.8,2.8,2.4,S,-1,II,M4,Luhman10,3.515,0.019,Andrews13,-0.921,140.0,0.062,-0.891,0.070,0.058,Andrews13,0,-0.602,0.094,0.250,6.25,0.31,0.41,0.0,-1,0.00,0.00,0.00,none,225.4,0,6.00,2.00,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
173,Tau,J04334465+2615005,J04334465,5.77,0.19,GaiaDR2,171.7,7.8,5.0,S,-1,II,M4.75,Luhman10,3.500,0.020,Andrews13,-0.565,140.0,0.074,-0.379,0.079,0.084,Andrews13,0,-0.728,0.119,0.054,5.12,0.59,0.21,338.7,0,40.25,0.37,0.00,Ward-Duong18,225.4,0,18.30,1.70,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,1.94,0.00,-1,0.00,0.00,0,0.34,0.00,Tripathi17
174,Tau,J04334871+1810099,DM_Tau,6.89,0.05,GaiaDR2,144.5,2.6,2.1,S,-1,II,M1,Luhman10,3.569,0.017,Andrews13,-0.646,140.0,0.031,-0.619,0.036,0.033,Andrews13,0,-0.274,0.095,0.116,6.61,0.24,0.22,329.0,0,191.00,0.19,0.00,Zhang16,225.4,0,116.75,0.14,0.00,Kudo18,111.0,0,15.60,0.40,0.00,Guilloteau11,0,1.30,0.00,0,2.84,0.00,0,0.92,0.00,Tripathi17
175,Tau,J04335200+2250301,CI_Tau,6.30,0.05,GaiaDR2,158.1,2.9,2.7,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,-0.032,140.0,0.139,0.064,0.149,0.130,Andrews13,0,-0.181,0.122,0.133,5.87,0.39,0.27,337.2,0,440.00,50.00,0.00,Tripathi17,225.5,0,142.40,0.20,0.00,Long18,111.0,0,19.00,0.80,0.00,Guilloteau11,0,2.80,0.00,0,2.84,0.00,0,0.89,0.00,Tripathi17
176,Tau,J04335470+2613275,IT_Tau_AB,6.17,0.08,GaiaDR2,161.4,3.5,3.2,J,2.41,II,,,,,,,,,,,,,,,,,,,,340.2,0,24.61,0.56,0.00,Akeson14,223.6,0,11.17,0.27,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.88,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
177,Tau,J04335470+2613275,IT_Tau_A,6.17,0.08,GaiaDR2,161.3,3.6,3.1,B,0,II,K3,Duchene99,3.675,0.016,Andrews13,0.155,140.0,0.129,0.283,0.127,0.134,Andrews13,0,0.128,0.033,0.088,6.28,0.25,0.25,340.2,0,15.82,0.56,0.00,Akeson14,223.6,0,7.00,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.94,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
178,Tau,J04335470+2613275,IT_Tau_B,5.43,0.15,GaiaDR2,183.1,6.9,5.3,B,0,II,M4,Duchene99,3.515,0.019,Andrews13,-0.684,140.0,0.165,-0.451,0.169,0.164,Andrews13,0,-0.671,0.125,0.094,5.89,0.11,0.81,340.2,0,8.79,0.52,0.00,Akeson14,223.6,0,4.17,0.27,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.78,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
179,Tau,J04345542+2428531,AA_Tau,7.29,0.13,GaiaDR2,136.3,3.6,2.5,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,-0.059,140.0,0.252,-0.046,0.219,0.288,Andrews13,0,-0.120,0.073,0.167,6.15,0.47,0.47,340.8,0,115.00,3.00,0.00,Andrews07,218.0,0,73.00,2.00,0.00,Oberg10,111.0,0,13.20,1.80,0.00,Dutrey96,0,1.02,0.00,0,2.53,0.00,-1,-1.00,-1.00,none
180,Tau,J04352020+2232146,HO_Tau,6.20,0.05,GaiaDR2,160.7,3.0,2.8,S,-1,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.886,140.0,0.087,-0.766,0.088,0.089,Andrews13,0,-0.167,0.011,0.191,6.94,0.25,0.30,340.2,0,36.50,1.10,0.00,Akeson14,223.6,0,16.20,0.20,0.00,Akeson14,87.0,0,2.30,0.53,0.00,Ricci10,0,1.94,0.00,0,2.07,0.00,-1,-1.00,-1.00,none
181,Tau,J04352737+2414589,DN_Tau,7.80,0.05,GaiaDR2,127.9,1.7,1.9,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,-0.104,140.0,0.083,-0.189,0.090,0.079,Andrews13,0,-0.251,0.125,0.157,6.07,0.32,0.27,340.0,0,179.00,5.00,0.00,Tripathi17,225.5,0,88.61,0.20,0.00,Long18,111.0,0,18.20,1.80,0.00,Schaefer09,0,1.71,0.00,0,2.23,0.00,0,0.38,0.00,Tripathi17
182,Tau,J04354093+2411087,CoKu_Tau_3_AB,7.99,0.15,GaiaDR2,124.8,3.0,2.6,J,2.1,II,,,,,,,,,,,,,,,,,,,,340.2,0,17.61,0.56,0.00,Akeson14,223.6,0,7.63,0.30,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.99,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
183,Tau,J04354093+2411087,CoKu_Tau_3_A,7.99,0.15,GaiaDR2,124.8,3.0,2.6,B,0,II,M0.5,Luhman10,3.569,0.017,Andrews13,-0.221,140.0,0.104,-0.317,0.102,0.110,Andrews13,0,-0.311,0.093,0.113,6.12,0.30,0.22,340.2,0,3.32,0.55,0.00,Akeson14,223.6,0,1.84,0.30,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.41,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
184,Tau,J04354093+2411087,CoKu_Tau_3_B,8.26,0.26,GaiaDR2,120.9,4.3,3.9,B,0,II,M4.25,Luhman10,3.505,0.039,Andrews13,-0.699,140.0,0.137,-0.821,0.136,0.146,Andrews13,0,-0.868,0.422,0.041,6.18,0.44,0.80,340.2,0,14.29,0.56,0.00,Akeson14,223.6,0,5.79,0.29,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.15,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
185,Tau,J04354733+2250216,HQ_Tau,6.30,0.21,GaiaDR2,157.6,6.9,4.8,S,-1,II,K2,Luhman10,3.690,0.016,Andrews13,0.591,140.0,0.118,0.695,0.126,0.119,Andrews13,0,0.235,0.044,0.110,5.91,0.25,0.22,340.8,0,11.00,3.00,0.00,Andrews05,239.0,1,-1.00,-1.00,45.00,Beckwith90,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-3.97,-1,0.00,0.00,-1,-1.00,-1.00,none
186,Tau,J04355277+2254231,HP_Tau,5.64,0.11,GaiaDR2,176.5,5.0,4.3,S,-1,II,K3,Luhman10,3.675,0.016,Andrews13,0.292,140.0,0.111,0.478,0.128,0.097,Andrews13,0,0.152,0.042,0.114,6.04,0.20,0.27,340.2,0,106.00,1.50,0.00,Tripathi17,225.4,0,48.00,2.00,0.00,Harris12,88.2,0,9.40,1.00,0.00,Duvert00,0,1.92,0.00,0,1.74,0.00,0,0.22,0.00,Tripathi17
187,Tau,J04355684+2254360,Haro_6-28_AB,6.08,0.23,avg,163.3,8.1,5.6,J,0.65,II,,,,,,,,,,,,,,,,,,,,345.0,0,11.00,3.00,0.00,Andrews05,239.9,0,5.88,0.29,0.00,Akeson19,87.0,0,0.92,0.18,0.00,Ricci10,0,1.72,0.00,0,1.83,0.00,-1,-1.00,-1.00,none
188,Tau,J04355684+2254360,Haro_6-28_A,6.08,0.23,avg,162.7,8.5,5.0,B,0,II,M2,Hartigan03,3.552,0.018,Andrews13,-0.664,140.0,0.103,-0.527,0.111,0.107,Andrews13,0,-0.396,0.105,0.147,6.23,0.31,0.26,0.0,-1,0.00,0.00,0.00,none,239.9,0,5.10,0.29,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
189,Tau,J04355684+2254360,Haro_6-28_B,6.08,0.23,avg,163.8,7.6,6.0,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.799,140.0,0.192,-0.650,0.188,0.204,Andrews13,0,-0.628,0.166,0.125,6.11,0.35,0.63,0.0,-1,0.00,0.00,0.00,none,239.9,0,0.78,0.15,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
190,Tau,J04361030+2159364,J04361030,8.46,0.59,GaiaDR2,117.4,10.8,6.4,S,-1,II,M8.5,Luhman10,3.407,0.043,tp,-2.200,118.9,0.190,-2.191,0.194,0.205,Akeson19,0,-1.555,0.318,0.175,5.91,1.19,0.00,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.31,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
191,Tau,J04362151+2351165,J04362151,8.66,0.13,GaiaDR2,115.1,2.4,2.0,S,-1,II,M5.25,Luhman10,3.490,0.020,Andrews13,-1.807,140.0,0.069,-1.978,0.072,0.069,Andrews13,0,-0.918,0.136,0.219,7.13,0.46,0.20,0.0,-1,0.00,0.00,0.00,none,239.9,0,1.45,0.12,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
192,Tau,J04375670+2546229,ITG_1,1.12,0.12,GaiaDR2,878.2,178.8,87.9,S,-1,II,C,Luhman10,3.505,0.030,Andrews13,-2.079,140.0,0.136,-0.437,0.175,0.200,Andrews13,0,-0.705,0.176,0.104,5.22,0.81,0.21,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.30,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
193,Tau,J04381486+2611399,J04381486,6.88,0.69,GaiaDR2,145.0,20.0,11.1,S,-1,II,M7.25,Luhman10,3.453,0.031,Andrews13,-2.358,140.0,0.192,-2.323,0.230,0.197,Andrews13,0,-1.539,0.475,0.071,7.01,0.50,0.77,338.7,0,1.36,0.11,0.00,Ward-Duong18,230.6,0,2.29,0.75,0.00,Scholz06,0.0,-1,0.00,0.00,0.00,none,0,-1.36,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
194,Tau,J04382134+2609137,GM_Tau,7.23,0.15,GaiaDR2,137.8,3.7,3.1,S,-1,II,M6.5,Luhman10,3.468,0.021,Andrews13,-1.507,140.0,0.076,-1.526,0.085,0.073,Andrews13,0,-1.201,0.286,0.041,6.56,0.14,0.61,338.7,0,2.80,0.12,0.00,Ward-Duong18,230.5,1,-1.00,-1.00,4.80,Schaefer09,111.0,1,-1.00,-1.00,2.40,Schaefer09,1,-1.00,-1.40,-1,0.00,0.00,-1,-1.00,-1.00,none
195,Tau,J04382858+2610494,DO_Tau,7.17,0.05,GaiaDR2,138.9,2.3,2.0,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,0.144,140.0,0.180,0.140,0.179,0.183,Andrews13,0,-0.350,0.168,0.073,5.64,0.31,0.55,337.1,0,250.00,0.01,0.00,Tripathi17,229.0,0,125.40,3.50,0.00,Kwon15,113.0,0,30.80,1.30,0.00,Kwon15,0,1.78,0.00,0,1.99,0.00,0,0.19,0.00,Tripathi17
196,Tau,J04385328+2610386,HV_Tau_ABC,7.46,0.12,GaiaDR2,133.3,3.2,2.4,J,3.98,III,,,,,,,,,,,,,,,,,,,,345.0,0,98.00,3.00,0.00,Harris12,239.0,0,40.00,6.00,0.00,Beckwith90,108.5,0,7.10,0.90,0.00,Duchene10,0,2.44,0.00,0,2.19,0.00,-1,-1.00,-1.00,none
197,Tau,J04385328+2610386,HV_Tau_AB,7.46,0.12,GaiaDR2,133.3,3.1,2.4,CB,0.036,III,M2,WhiteGhez01,3.552,0.018,tp,-0.330,140.0,0.210,-0.370,0.212,0.212,WhiteGhez01,0,-0.410,0.095,0.158,5.97,0.44,0.50,340.8,1,-1.00,-1.00,7.00,Harris12,0.0,-1,0.00,0.00,0.00,none,108.5,1,-1.00,-1.00,2.70,Duchene10,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
198,Tau,J04385328+2610386,HV_Tau_C,7.46,0.12,GaiaDR2,133.5,3.1,2.5,T,0,II,K6,Luhman10,3.624,0.015,Andrews13,-1.562,140.0,0.119,-1.587,0.105,0.135,Andrews13,0,-0.312,0.048,0.024,7.96,0.00,0.13,340.8,0,98.00,3.00,0.00,Harris12,0.0,-1,0.00,0.00,0.00,none,108.5,0,7.10,0.90,0.00,Duchene10,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
199,Tau,J04385859+2336351,J04385859,7.89,0.12,GaiaDR2,126.3,2.7,2.3,S,-1,II,M4.25,Luhman10,3.510,0.020,Andrews13,-1.148,140.0,0.202,-1.219,0.185,0.221,Andrews13,0,-0.637,0.104,0.219,6.66,0.46,0.35,338.7,0,30.00,0.30,0.00,Ward-Duong18,225.4,0,13.20,1.80,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,2.02,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
200,Tau,J04390163+2336029,J04390163,7.82,0.08,GaiaDR2,127.6,2.0,2.2,S,-1,II,M6,Luhman10,3.476,0.020,Andrews13,-1.054,140.0,0.035,-1.135,0.038,0.039,Andrews13,0,-0.975,0.190,0.032,6.30,0.11,0.48,338.7,0,1.30,0.16,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,6.60,Andrews13,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-3.99,-1,0.00,0.00,-1,-1.00,-1.00,none
201,Tau,J04390396+2544264,J04390396,6.95,0.21,GaiaDR2,143.1,5.4,4.2,S,-1,II,M7.25,Luhman10,3.453,0.031,Andrews13,-1.336,140.0,0.148,-1.307,0.145,0.157,Andrews13,0,-1.104,0.247,0.072,6.42,0.15,0.57,338.7,0,2.46,0.13,0.00,Ward-Duong18,230.6,0,2.86,0.76,0.00,Scholz06,0.0,-1,0.00,0.00,0.00,none,0,-0.39,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
202,Tau,J04391741+2247533,VY_Tau_AB,6.57,0.12,GaiaDR2,151.2,4.2,3.0,J,0.66,II,,,,,,,,,,,,,,,,,,,,345.0,1,-1.00,-1.00,10.00,Andrews05,239.9,0,1.90,0.22,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,2,-1.00,4.57,-1,0.00,0.00,-1,-1.00,-1.00,none
203,Tau,J04391741+2247533,VY_Tau_A,6.57,0.12,GaiaDR2,151.7,3.8,3.4,B,0,II,M1.5,Luhman10,3.586,0.024,Andrews13,-0.498,140.0,0.084,-0.433,0.092,0.081,Andrews13,0,-0.202,0.103,0.154,6.52,0.26,0.34,0.0,-1,0.00,0.00,0.00,none,239.9,0,1.90,0.22,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
204,Tau,J04391741+2247533,VY_Tau_B,6.57,0.12,GaiaDR2,151.9,3.5,3.7,B,0,II,M4.5,Luhman10,3.505,0.039,Andrews13,-1.125,140.0,0.139,-1.065,0.152,0.131,Andrews13,0,-0.929,0.489,0.000,6.34,0.63,0.49,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.60,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
205,Tau,J04391779+2221034,LkCa_15,6.29,0.05,GaiaDR2,158.3,3.0,2.6,S,-1,II,K5,Luhman10,3.639,0.024,Andrews13,-0.092,140.0,0.170,0.015,0.171,0.170,Andrews13,0,0.012,0.041,0.164,6.30,0.33,0.37,340.2,0,396.00,4.50,0.00,Tripathi17,224.7,0,127.00,1.50,0.00,Isella12,111.0,0,17.40,0.60,0.00,Guilloteau11,0,2.74,0.00,0,2.82,0.00,0,0.77,0.00,Tripathi17
206,Tau,J04392090+2545021,GN_Tau_AB,7.87,0.17,avg,126.3,3.7,2.7,J,0.34,II,,,,,,,,,,,,,,,,,,,,345.0,0,12.00,3.00,0.00,Andrews05,239.9,0,1.06,0.12,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,6.68,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
207,Tau,J04392090+2545021,GN_Tau_A,7.87,0.17,avg,126.4,3.6,2.8,B,0,II,M2.5,Luhman10,3.543,0.018,Andrews13,-0.328,140.0,0.116,-0.417,0.121,0.116,Andrews13,0,-0.453,0.084,0.178,5.97,0.26,0.47,0.0,-1,0.00,0.00,0.00,none,239.9,0,0.47,0.12,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
208,Tau,J04392090+2545021,GN_Tau_B,7.87,0.17,avg,126.4,3.6,2.7,B,0,II,M2.5,Luhman10,3.543,0.018,Andrews13,-0.409,140.0,0.097,-0.499,0.104,0.095,Andrews13,0,-0.426,0.073,0.208,6.08,0.27,0.34,0.0,-1,0.00,0.00,0.00,none,239.9,0,0.59,0.12,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
209,Tau,J04393364+2359212,J04393364,7.87,0.10,GaiaDR2,126.4,2.6,2.0,S,-1,II,M5,Luhman10,3.495,0.020,Andrews13,-1.031,140.0,0.095,-1.115,0.093,0.098,Andrews13,0,-0.925,0.289,0.031,6.35,0.30,0.34,338.7,0,9.46,0.25,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,5.80,Andrews13,0.0,-1,0.00,0.00,0.00,none,1,-1.00,1.20,-1,0.00,0.00,-1,-1.00,-1.00,none
210,Tau,J04394488+2601527,ITG_15,7.31,0.11,GaiaDR2,136.4,2.9,2.6,S,-1,II,M5,Luhman10,3.495,0.020,Andrews13,-0.295,140.0,0.085,-0.311,0.080,0.093,Andrews13,0,-0.588,0.075,0.043,5.73,0.18,0.00,338.7,0,11.26,0.27,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,6.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,1,-1.00,1.55,-1,0.00,0.00,-1,-1.00,-1.00,none
211,Tau,J04394748+2601407,CFHT_4,6.80,0.24,GaiaDR2,146.6,6.2,5.0,S,-1,II,M7,Luhman10,3.459,0.026,Andrews13,-0.756,140.0,0.116,-0.717,0.124,0.117,Andrews13,0,-0.770,0.093,0.072,5.77,0.36,0.00,338.0,0,4.30,0.20,0.00,Ricci14,230.6,0,2.38,0.75,0.00,Scholz06,93.0,0,0.31,0.02,0.00,Ricci14,0,1.55,0.00,0,2.24,0.00,-1,-1.00,-1.00,none
212,Tau,J04400067+2358211,J04400067,8.30,0.16,GaiaDR2,120.1,2.9,2.5,S,-1,II,M6,Luhman10,3.476,0.020,Andrews13,-1.547,140.0,0.131,-1.680,0.133,0.132,Andrews13,0,-1.241,0.380,0.041,6.69,0.34,0.49,338.7,0,9.74,0.25,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,5.60,Andrews13,0.0,-1,0.00,0.00,0.00,none,1,-1.00,1.36,-1,0.00,0.00,-1,-1.00,-1.00,none
213,Tau,J04400800+2605253,IRAS_04370+2559,7.34,0.44,GaiaDR2,136.0,9.7,7.2,S,-1,II,C,Luhman10,3.577,0.049,Andrews13,-0.047,140.0,0.150,-0.078,0.172,0.148,Andrews13,0,-0.479,0.379,0.072,5.79,0.53,0.64,0.0,-1,0.00,0.00,0.00,none,225.4,0,51.70,0.80,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
214,Tau,J04403979+2519061,J04403979,6.57,0.48,GaiaDR2,150.3,15.5,7.8,S,-1,II,M5.25,Luhman10,3.490,0.020,tp,-1.060,135.7,0.390,-0.909,0.354,0.441,Akeson19,0,-0.801,0.135,0.197,6.29,0.49,0.38,0.0,-1,0.00,0.00,0.00,none,229.5,1,-1.00,-1.00,0.43,Hardy15,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
215,Tau,J04404950+2551191,JH_223_AB,7.15,0.06,GaiaDR2,139.0,2.7,1.9,J,2.1,II,,,,,,,,,,,,,,,,,,,,345.0,1,-1.00,-1.00,7.00,Andrews05,239.9,0,2.46,0.14,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,2,-1.00,2.88,-1,0.00,0.00,-1,-1.00,-1.00,none
